Crop,Year,Country,Region,avgtemp,precipitation,co2,yield,extremeevents,irrigationaccess,pesticideuse,fertilizeruse,soilhealth,strategies,economicimpact,irrigationtype,soiltype,season,soilimpact,Machine_Name,Function,Features
Sugarcane,2020,France,Nouvelle-Aquitaine,17.81,796.73,10.18,3.67,6,58.78,1.44,75.03,57.88,Crop Rotation,1737.96,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Rice,1990,France,Provence-Alpes-Cote d’Azur,23.2,1012.38,20.9,2.637,0,78.41,39.0,10.63,66.69,Drought-resistant Crops,843.96,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Wheat,2002,Brazil,Southeast,16.35,248.51,11.88,3.357,0,24.7,27.26,36.21,81.57,No Adaptation,1403.94,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Rice,2000,Brazil,Southeast,33.06,465.15,9.33,3.051,4,90.52,15.95,46.05,36.68,Water Management,615.28,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Maize,2002,Russia,Siberian,31.96,1018.12,14.57,3.72,4,51.54,1.06,56.95,31.4,No Adaptation,1298.43,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Maize,1994,Australia,Queensland,31.39,798.65,8.8,0.83,7,56.83,45.07,32.18,87.31,No Adaptation,389.41,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Rice,2012,USA,South,11.88,1364.47,8.22,4.18,4,68.36,32.53,71.58,78.06,Water Management,1787.22,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Rice,2024,Argentina,Patagonia,-1.03,1375.44,26.71,0.486,7,88.96,5.72,54.86,31.47,No Adaptation,204.96,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Rice,1992,Brazil,South,20.9,2339.05,1.77,2.31,2,82.68,43.59,42.7,54.24,Crop Rotation,552.67,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Wheat,2010,India,Tamil Nadu,21.77,210.3,9.99,0.801,9,19.24,25.13,71.99,51.83,Water Management,100.84,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Rice,2018,France,Grand Est,1.69,1012.26,12.19,0.57,4,88.68,26.17,16.25,74.24,Water Management,183.67,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Wheat,1992,India,West Bengal,4.0,2553.17,3.48,2.29,10,67.29,47.98,25.83,62.31,Water Management,833.4,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Maize,1999,Nigeria,South West,17.0,2502.55,4.88,3.26,0,33.91,44.82,94.42,42.89,Drought-resistant Crops,663.41,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Rice,1992,Argentina,Pampas,12.19,1357.22,19.44,2.394,8,81.02,48.28,27.59,42.97,Crop Rotation,913.1,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Rice,2007,India,West Bengal,1.41,1433.18,19.37,1.782,5,79.11,14.82,89.32,59.11,Organic Farming,236.32,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Wheat,1991,Canada,British Columbia,8.13,2051.08,17.28,1.098,5,98.24,11.56,14.17,58.95,Drought-resistant Crops,369.05,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Sugarcane,2007,China,North,24.47,1646.89,11.21,2.04,10,25.3,32.98,68.66,91.42,Organic Farming,937.12,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Maize,2001,Brazil,South,-1.45,1389.08,23.59,2.439,4,39.1,43.63,47.33,56.63,Crop Rotation,366.9,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Sugarcane,1992,China,North,7.06,416.45,1.35,1.404,10,96.22,43.96,48.55,96.09,Drought-resistant Crops,292.31,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Wheat,1996,India,Tamil Nadu,19.32,1896.87,4.49,4.77,9,89.2,24.85,43.11,69.6,No Adaptation,716.72,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Barley,2018,USA,Northeast,26.81,1496.37,24.25,1.2240000000000002,2,47.67,2.4,40.19,54.11,No Adaptation,511.51,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Maize,2017,Brazil,South,7.58,222.48,17.26,1.134,2,70.69,21.15,62.77,77.85,No Adaptation,230.89,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Barley,2009,Argentina,Northeast,31.32,249.92,9.55,0.81,6,28.44,29.23,34.74,99.42,Organic Farming,390.22,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2019,Canada,Ontario,12.72,690.97,1.4,3.11,1,41.29,9.18,39.58,39.39,Crop Rotation,1216.48,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2000,Argentina,Pampas,24.86,2796.86,29.93,2.79,3,32.03,43.59,48.93,61.56,No Adaptation,576.25,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Rice,2022,Nigeria,North Central,22.94,658.01,17.28,2.547,5,88.58,17.01,64.93,67.19,No Adaptation,917.35,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Wheat,1999,China,Central,16.71,2872.79,20.51,2.385,0,35.52,20.33,92.92,59.57,Water Management,384.54,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Sugarcane,2002,Russia,Volga,23.12,484.61,24.01,2.4120000000000004,7,16.23,13.34,92.5,36.52,Crop Rotation,370.95,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Sugarcane,2019,Canada,British Columbia,9.43,2895.67,22.42,1.251,6,68.37,6.83,51.42,84.67,No Adaptation,414.26,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Barley,2022,Australia,Queensland,31.16,998.03,21.35,1.305,3,86.93,23.38,20.89,42.06,Water Management,229.2,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2014,Nigeria,South West,28.7,1342.69,1.94,0.84,5,95.15,0.26,78.99,48.67,Organic Farming,298.98,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2021,USA,South,26.14,525.27,17.02,3.087,5,25.85,31.22,95.66,73.96,No Adaptation,990.99,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Wheat,2019,Argentina,Northwest,23.67,1698.27,14.92,1.55,0,46.46,21.98,16.64,97.79,Water Management,485.7,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Sugarcane,2003,France,Provence-Alpes-Cote d’Azur,20.87,638.11,20.1,3.24,3,98.75,49.74,70.07,62.11,Drought-resistant Crops,1084.32,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Maize,2009,USA,Northeast,1.03,980.26,3.89,1.27,4,30.26,23.15,97.14,92.9,No Adaptation,284.28,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Rice,1991,Russia,Siberian,34.79,2519.56,20.39,3.123,3,72.14,24.46,31.99,86.16,Drought-resistant Crops,871.95,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Barley,2018,Nigeria,North West,17.25,2237.11,7.82,3.81,0,29.4,44.58,78.53,31.13,No Adaptation,841.95,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Rice,2023,Nigeria,South East,4.06,2266.41,21.65,2.628,5,89.58,11.01,6.54,46.38,No Adaptation,910.16,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Rice,2010,Argentina,Pampas,22.28,1203.83,5.49,1.65,7,23.62,42.29,39.39,86.6,Organic Farming,280.62,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Sugarcane,2000,Russia,Siberian,22.44,2087.3,12.77,2.97,3,93.78,0.1,10.34,89.42,Water Management,1043.39,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Maize,1998,USA,South,1.57,1564.04,28.92,2.268,9,85.6,3.79,84.38,56.56,Water Management,790.31,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Sugarcane,2011,Brazil,North,22.27,330.29,14.57,1.278,5,50.61,0.38,22.45,44.23,No Adaptation,142.22,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Wheat,1993,France,Grand Est,16.29,1128.82,24.69,3.492,3,60.87,5.69,84.57,69.21,Organic Farming,1130.85,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Rice,2002,China,South,13.51,225.75,3.99,1.719,0,35.32,14.34,74.23,99.43,Organic Farming,576.93,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Rice,2017,China,North,15.88,1959.04,20.4,3.249,2,74.42,35.26,74.94,89.33,Crop Rotation,1409.89,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Wheat,1991,Nigeria,North Central,-2.96,1625.84,15.59,2.385,5,73.44,7.59,69.57,32.43,Organic Farming,381.46,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Rice,2024,France,Ile-de-France,27.48,587.95,19.38,0.801,8,27.8,6.4,80.49,64.81,Drought-resistant Crops,195.31,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Wheat,2016,Brazil,North,12.62,2892.79,21.43,2.394,5,54.46,1.31,11.12,65.05,Organic Farming,276.01,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Sugarcane,2008,Australia,Western Australia,12.62,2186.48,5.91,2.43,1,76.98,19.59,56.91,47.45,Organic Farming,255.87,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Rice,2003,Nigeria,South East,27.68,2702.05,12.52,1.09,3,38.12,20.73,42.79,40.11,Organic Farming,412.8,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Maize,2010,Australia,Queensland,22.29,1663.53,10.78,1.78,8,32.1,24.62,97.56,83.84,Drought-resistant Crops,517.54,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Barley,2006,Nigeria,South West,-0.13,1561.24,12.11,1.37,10,19.79,0.08,36.44,95.53,No Adaptation,423.45,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Wheat,2015,Argentina,Northeast,26.6,813.91,3.55,2.84,4,43.95,35.93,92.37,90.72,Drought-resistant Crops,1136.97,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,2009,Russia,Central,7.24,2034.91,2.15,2.62,1,14.24,19.04,26.51,72.17,Organic Farming,747.22,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Rice,1999,Nigeria,North Central,26.1,2006.34,9.07,3.12,1,58.38,48.22,4.56,63.95,No Adaptation,813.37,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Wheat,2013,Nigeria,South West,5.5,1258.04,11.47,1.49,5,36.6,20.35,24.62,74.39,Drought-resistant Crops,716.19,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Maize,1993,France,Grand Est,18.87,1876.09,17.01,2.385,2,75.29,3.77,88.76,39.7,Water Management,979.53,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Rice,1993,France,Ile-de-France,5.17,2518.64,0.7,1.72,2,13.99,10.53,12.33,74.61,No Adaptation,188.4,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Barley,1996,Canada,Quebec,-1.15,537.17,22.92,1.548,7,93.38,5.43,46.51,44.0,Crop Rotation,287.51,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Sugarcane,2023,Russia,Central,23.01,1305.66,5.2,1.7,5,96.54,4.61,48.52,75.25,Crop Rotation,802.52,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Barley,2012,Russia,Volga,21.46,1809.41,9.31,1.34,10,88.47,41.4,23.5,66.86,No Adaptation,334.79,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2011,Canada,Ontario,32.72,2523.34,1.53,3.71,0,87.83,29.92,1.86,74.6,Drought-resistant Crops,404.23,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Sugarcane,1992,USA,South,2.71,2784.8,10.49,1.99,4,44.69,6.19,62.38,32.1,No Adaptation,830.47,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Wheat,2024,USA,Midwest,8.23,1855.61,11.92,2.09,7,72.26,39.98,67.24,82.6,No Adaptation,941.83,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Rice,2024,Canada,Prairies,17.22,1304.45,23.65,2.079,3,85.9,14.59,69.61,32.98,Crop Rotation,605.17,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Rice,1996,Canada,Quebec,28.37,293.65,9.96,3.375,2,16.33,16.98,53.79,42.41,Drought-resistant Crops,1489.28,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Wheat,2021,Argentina,Northeast,17.78,1062.17,27.14,2.151,0,83.58,15.37,43.39,72.98,Crop Rotation,233.89,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Maize,1992,Argentina,Northeast,33.15,1501.56,26.49,3.384,1,30.09,10.13,56.51,40.94,Drought-resistant Crops,1425.35,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Wheat,1999,France,Grand Est,7.78,715.44,12.87,2.36,4,84.24,17.47,53.61,71.41,Water Management,1135.75,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,2007,Brazil,North,11.68,998.57,16.77,2.709,0,37.76,48.08,82.84,83.76,No Adaptation,969.55,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Barley,2018,Argentina,Northeast,33.62,1115.41,9.42,2.17,2,90.83,45.52,69.45,62.21,Water Management,599.2,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2022,Brazil,Northeast,12.13,1417.15,26.27,2.718,10,54.98,22.31,41.46,34.58,Crop Rotation,875.43,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2004,Canada,Ontario,27.31,399.14,19.02,3.177,9,26.52,23.71,32.68,33.18,Organic Farming,1225.72,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2020,Canada,British Columbia,-3.69,1952.58,4.54,0.78,4,40.6,39.54,16.27,63.13,No Adaptation,381.75,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2019,Canada,Ontario,18.56,431.43,28.65,4.257000000000001,7,94.16,29.29,12.47,33.0,Water Management,1475.54,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Rice,2016,Nigeria,South East,30.51,731.17,22.29,0.873,8,44.38,23.44,68.18,33.23,Drought-resistant Crops,278.11,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Wheat,2022,Argentina,Northwest,3.91,900.09,29.04,0.738,8,44.23,23.9,68.51,47.01,No Adaptation,184.23,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Sugarcane,1990,Russia,Siberian,6.52,2970.2,13.1,1.38,0,63.73,14.91,87.23,98.09,No Adaptation,514.78,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Sugarcane,1995,Canada,Ontario,6.17,1405.44,18.52,1.314,2,47.06,29.93,26.8,47.28,Water Management,440.4,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Wheat,2014,China,North,4.52,2955.14,6.26,0.87,4,27.88,3.24,69.46,66.79,Drought-resistant Crops,298.17,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Sugarcane,1999,Australia,Western Australia,0.29,1368.42,12.43,1.74,10,61.97,13.22,68.35,56.22,Drought-resistant Crops,605.69,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Barley,2021,Argentina,Northeast,9.18,2581.21,6.96,1.68,7,30.87,1.38,9.16,56.72,Organic Farming,704.43,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,1998,Russia,Central,34.68,1630.0,15.56,2.088,10,56.41,41.89,29.0,81.6,Crop Rotation,685.27,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Rice,2012,USA,South,13.84,2326.18,27.47,2.331,7,27.35,33.06,29.4,61.91,Water Management,933.46,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
